,firstname,lastname,party,amount,contributor,race
1,dianne,feinstein,democrat,52035,PG&E Corp,CAS2
2,dianne,feinstein,democrat,45900,Pisces Inc,CAS2
3,dianne,feinstein,democrat,42300,JPMorgan Chase & Co,CAS2
4,dianne,feinstein,democrat,41900,Edison International,CAS2
5,dianne,feinstein,democrat,36400,Holland & Knight,CAS2
6,dianne,feinstein,democrat,36152,"Akin, Gump et al",CAS2
7,dianne,feinstein,democrat,34400,Estee Lauder Companies,CAS2
8,dianne,feinstein,democrat,32525,General Atomics,CAS2
9,dianne,feinstein,democrat,32400,JStreetPAC,CAS2
10,dianne,feinstein,democrat,31610,Qualcomm Inc,CAS2
11,dianne,feinstein,democrat,30000,McStrauss Co,CAS2
12,dianne,feinstein,democrat,29600,SpaceX,CAS2
13,dianne,feinstein,democrat,28699,Democracy Engine,CAS2
14,dianne,feinstein,democrat,28650,"Casey, Gerry et al",CAS2
15,dianne,feinstein,democrat,27500,"Manatt, Phelps & Phillips",CAS2
16,dianne,feinstein,democrat,25300,Molina Healthcare,CAS2
17,dianne,feinstein,democrat,25112,Southern California Edison,CAS2
18,dianne,feinstein,democrat,25010,Vail Resorts,CAS2
19,dianne,feinstein,democrat,24422,San Francisco Unified School District,CAS2
20,kevin,de,democrat,29700,Emerson Collective,CAS2
21,kevin,de,democrat,24300,Cordoba Corp,CAS2
22,kevin,de,democrat,22300,Mercury,CAS2
23,kevin,de,democrat,21600,Gehry Partners,CAS2
24,kevin,de,democrat,19306,State of California,CAS2
25,kevin,de,democrat,16500,Hollywood Forever,CAS2
26,kevin,de,democrat,16200,San Manuel Band of Mission Indians,CAS2
27,kevin,de,democrat,16000,Telacu Construction Management,CAS2
28,kevin,de,democrat,15000,Community Commerce Bank,CAS2
29,kevin,de,democrat,15000,"Ek, Sunkin et al",CAS2
30,kevin,de,democrat,13500,Allen Alevy & Assoc,CAS2
31,kevin,de,democrat,13500,Mandalay Pictures,CAS2
32,kevin,de,democrat,13500,Prosperity Now,CAS2
33,kevin,de,democrat,11846,Hilltop Public Solutions,CAS2
34,kevin,de,democrat,11800,Gill Law Firm,CAS2
35,kevin,de,democrat,11800,Ogilvy Government Relations,CAS2
36,kevin,de,democrat,11295,University of California/Los Angeles,CAS2
37,kevin,de,democrat,11050,DLA Piper,CAS2
38,kevin,de,democrat,10800,8minutenergy Renewables,CAS2
39,kevin,de,democrat,10800,Akonadi Foundation,CAS2
40,kevin,de,democrat,10800,Apollo Fusion,CAS2
41,kevin,de,democrat,10800,Big E Pizza,CAS2
42,kevin,de,democrat,10800,Innovative Interfaces Inc,CAS2
43,kevin,de,democrat,10800,Law Office of Sylvia Lopez,CAS2
44,kevin,de,democrat,10800,Monumental Sports & Entertainment,CAS2
45,kevin,de,democrat,10800,Motor Vehicle Software,CAS2
46,kevin,de,democrat,10800,Parkview Properties,CAS2
47,kevin,de,democrat,10800,Primestar,CAS2
48,kevin,de,democrat,10800,Roem Corp,CAS2
49,kevin,de,democrat,10800,Rp Transport,CAS2
50,kevin,de,democrat,10800,St Bede the Venerable,CAS2
51,kevin,de,democrat,10800,Terradia,CAS2
52,kevin,de,democrat,10800,Unicare,CAS2
53,kevin,de,democrat,10800,Unicare Systems,CAS2
54,kevin,de,democrat,10800,Y Combinator,CAS2
0,mike,rounds,republican,27250,Sanford Health,SDS2
1,mike,rounds,republican,23648,State of South Dakota,SDS2
2,mike,rounds,republican,22700,Rock Holdings,SDS2
3,mike,rounds,republican,22400,Avairpros,SDS2
4,mike,rounds,republican,20115,US Bancorp,SDS2
5,mike,rounds,republican,16800,Amway/Alticor Inc,SDS2
6,mike,rounds,republican,15400,Avera Health Systems                    ,SDS2
7,mike,rounds,republican,15020,Blackstone Group                        ,SDS2
8,mike,rounds,republican,14400,Capital Group Companies,SDS2
9,mike,rounds,republican,14150,Blessey Marine Service,SDS2
10,mike,rounds,republican,13200,Black Hills Harley-Davidson,SDS2
11,mike,rounds,republican,13025,American Bankers Assn,SDS2
12,mike,rounds,republican,13000,Cboe Global Markets,SDS2
13,mike,rounds,republican,12700,Mortgage Bankers Assn,SDS2
14,mike,rounds,republican,12600,Daktronics Inc,SDS2
15,mike,rounds,republican,12300,Goldman Sachs,SDS2
16,mike,rounds,republican,11200,Moyle Petroleum,SDS2
17,mike,rounds,republican,11200,Nucor Corp                              ,SDS2
18,mike,rounds,republican,11200,Bernard Marcus Family Foundation,SDS2
19,mike,rounds,republican,11000,Ernst & Young,SDS2
20,dan,ahlers,democrat,6633,Alphabet Inc,SDS2
21,dan,ahlers,democrat,5000,International Brotherhood of Electrical Workers,SDS2
22,dan,ahlers,democrat,4000,Tim Johnson for South Dakota,SDS2
23,dan,ahlers,democrat,3804,"Baker, Donelson et al",SDS2
24,dan,ahlers,democrat,3800,Live on Stage,SDS2
25,dan,ahlers,democrat,2275,Sanford Health,SDS2
26,dan,ahlers,democrat,2158,Usda,SDS2
27,dan,ahlers,democrat,2104,United Airlines Holdings,SDS2
28,dan,ahlers,democrat,2000,Way Trust,SDS2
29,dan,ahlers,democrat,1786,Microsoft Corp,SDS2
30,dan,ahlers,democrat,1526,University of Michigan,SDS2
31,dan,ahlers,democrat,1500,Protech Engineering & Mfg,SDS2
32,dan,ahlers,democrat,1355,Augustana University,SDS2
33,dan,ahlers,democrat,1250,Fall River County Democrats,SDS2
34,dan,ahlers,democrat,1011,California Institute of Technology,SDS2
35,dan,ahlers,democrat,1000,Brule County Democrats,SDS2
36,dan,ahlers,democrat,1000,Atlas Tech Group,SDS2
37,dan,ahlers,democrat,1000,Heidepriem Law Firm,SDS2
38,dan,ahlers,democrat,1000,Center for Family Medicine,SDS2
39,dan,ahlers,democrat,1000,Custer County Democrats,SDS2
40,clayton,walker,other,0,,SDS2
0,susan,collins,republican,115825,Votesane PAC,MES2
1,susan,collins,republican,87321,Blackstone Group,MES2
2,susan,collins,republican,62067,Republican Jewish Coalition,MES2
3,susan,collins,republican,49675,Goldman Sachs,MES2
4,susan,collins,republican,41866,Blue Cross/Blue Shield,MES2
5,susan,collins,republican,39348,Sullivan & Cromwell,MES2
6,susan,collins,republican,37035,KKR & Co,MES2
7,susan,collins,republican,35600,McNa Dental Plans,MES2
8,susan,collins,republican,34000,Elliott Management,MES2
9,susan,collins,republican,33603,General Dynamics,MES2
10,susan,collins,republican,32500,National Assn of Broadcasters,MES2
11,susan,collins,republican,31910,FedEx Corp,MES2
12,susan,collins,republican,29054,Raytheon Technologies,MES2
13,susan,collins,republican,27850,NorPAC,MES2
14,susan,collins,republican,27400,"Welsh, Carson et al                     ",MES2
15,susan,collins,republican,24522,Wells Fargo,MES2
16,susan,collins,republican,23400,Kirkland & Ellis,MES2
17,susan,collins,republican,22800,Neuberger Berman LLC,MES2
18,susan,collins,republican,22400,Ashley Furniture,MES2
19,susan,collins,republican,22400,Amscot Financial,MES2
20,sara,gideon,democrat,505511,Alphabet Inc,MES2
21,sara,gideon,democrat,424136,University of California                ,MES2
22,sara,gideon,democrat,227509,Emily's List,MES2
23,sara,gideon,democrat,195523,Harvard University                      ,MES2
24,sara,gideon,democrat,183393,Microsoft Corp,MES2
25,sara,gideon,democrat,160242,US Government,MES2
26,sara,gideon,democrat,158043,Apple Inc,MES2
27,sara,gideon,democrat,152036,Amazon.com,MES2
28,sara,gideon,democrat,134197,Democracy Engine,MES2
29,sara,gideon,democrat,117824,Facebook Inc,MES2
30,sara,gideon,democrat,115846,Walt Disney Co                          ,MES2
31,sara,gideon,democrat,113941,Stanford University,MES2
32,sara,gideon,democrat,106139,AT&T Inc,MES2
33,sara,gideon,democrat,94133,State of California,MES2
34,sara,gideon,democrat,93626,Columbia University,MES2
35,sara,gideon,democrat,93215,J Street,MES2
36,sara,gideon,democrat,93028,Massachusetts Institute of Technology,MES2
37,sara,gideon,democrat,88955,Kaiser Permanente,MES2
38,sara,gideon,democrat,87645,IBM Corp,MES2
39,sara,gideon,democrat,83136,Mass General Brigham,MES2
40,max,linn,other,0,,MES2
41,lisa,savage,other,3900,University of Maine,MES2
42,lisa,savage,other,3100,Health Physicist,MES2
43,lisa,savage,other,2800,Bard College,MES2
44,lisa,savage,other,2500,Portsmouth Naval Shipyard,MES2
45,lisa,savage,other,2250,Ripple Labs,MES2
46,lisa,savage,other,1650,San Francisco State University,MES2
47,lisa,savage,other,1600,AON plc,MES2
48,lisa,savage,other,1500,Siemens AG,MES2
49,lisa,savage,other,1500,Truth In Adoption Maine,MES2
50,lisa,savage,other,1417,Global Network Corp,MES2
51,lisa,savage,other,1400,Preble Street Resource Center,MES2
52,lisa,savage,other,1390,Penn State University,MES2
53,lisa,savage,other,1264,Videomaker,MES2
54,lisa,savage,other,1000,Consultant Pathologist,MES2
55,lisa,savage,other,1000,Bloomberg Lp,MES2
56,lisa,savage,other,1000,Cisco Systems,MES2
57,lisa,savage,other,1000,Bates College,MES2
58,lisa,savage,other,1000,Levi's,MES2
59,danielle,vanhelsing,other,0,,MES2
60,tiffany,bond,other,0,,MES2
0,patty,murray,democrat,97750,American Israel Public Affairs Cmte,WAS2
1,patty,murray,democrat,87839,Amazon.com,WAS2
2,patty,murray,democrat,68499,Democracy Engine,WAS2
3,patty,murray,democrat,68096,Microsoft Corp,WAS2
4,patty,murray,democrat,59416,University of Washington,WAS2
5,patty,murray,democrat,48133,EMILY's List,WAS2
6,patty,murray,democrat,32700,Apollo Global Management,WAS2
7,patty,murray,democrat,28349,Pfizer Inc,WAS2
8,patty,murray,democrat,27200,Power Rogers LLP,WAS2
9,patty,murray,democrat,27100,Palantir Technologies,WAS2
10,patty,murray,democrat,26900,Masimo Corp,WAS2
11,patty,murray,democrat,25800,JPMorgan Chase & Co,WAS2
12,patty,murray,democrat,24808,Boeing Co,WAS2
13,patty,murray,democrat,23200,Freedom Road LLC (Colorado),WAS2
14,patty,murray,democrat,22662,Comcast Corp,WAS2
15,patty,murray,democrat,22600,"Baker, Donelson et al",WAS2
16,patty,murray,democrat,21900,Qualcomm Inc,WAS2
17,patty,murray,democrat,21604,State of Washington,WAS2
18,patty,murray,democrat,21565,Trident Seafoods,WAS2
19,patty,murray,democrat,21500,NorPAC,WAS2
20,tiffany,smiley,republican,27400,Ziegler Lumber Co,WAS2
21,tiffany,smiley,republican,23200,Alyeska Ocean Inc,WAS2
22,tiffany,smiley,republican,17400,Goodman Real Estate (Washington),WAS2
23,tiffany,smiley,republican,15800,National Electrical Contractors Assn    ,WAS2
24,tiffany,smiley,republican,13069,Amazon.com,WAS2
25,tiffany,smiley,republican,13030,Windermere Real Estate,WAS2
26,tiffany,smiley,republican,12750,Lampson International,WAS2
27,tiffany,smiley,republican,12600,Kemper Development,WAS2
28,tiffany,smiley,republican,12100,Vesta Hospitality,WAS2
29,tiffany,smiley,republican,12000,Plese Realty LLC,WAS2
30,tiffany,smiley,republican,11900,Douglas Fruit,WAS2
31,tiffany,smiley,republican,11800,Gordon Truck Centers                              ,WAS2
32,tiffany,smiley,republican,11600,Curb Records,WAS2
33,tiffany,smiley,republican,11600,Clearsight Advisors,WAS2
34,tiffany,smiley,republican,11600,Active Chaos LLC,WAS2
35,tiffany,smiley,republican,11600,Adamant Homes,WAS2
36,tiffany,smiley,republican,11600,Poe Asphalt Paving,WAS2
37,tiffany,smiley,republican,11600,Pke,WAS2
38,tiffany,smiley,republican,11600,Peters & Keatts Equipment,WAS2
39,tiffany,smiley,republican,11600,Peterson Investment Management,WAS2
0,jeanne,shaheen,democrat,164391,Emily's List,NHS2
1,jeanne,shaheen,democrat,63956,Dartmouth College,NHS2
2,jeanne,shaheen,democrat,55500,Votesane PAC,NHS2
3,jeanne,shaheen,democrat,54612,University of New Hampshire,NHS2
4,jeanne,shaheen,democrat,51805,Capital Group,NHS2
5,jeanne,shaheen,democrat,46727,Harvard University,NHS2
6,jeanne,shaheen,democrat,36941,Democracy Engine,NHS2
7,jeanne,shaheen,democrat,35518,State of New Hampshire,NHS2
8,jeanne,shaheen,democrat,34784,University of California,NHS2
9,jeanne,shaheen,democrat,34325,US Government,NHS2
10,jeanne,shaheen,democrat,33058,J Street,NHS2
11,jeanne,shaheen,democrat,30802,Comcast Corp,NHS2
12,jeanne,shaheen,democrat,28027,BAE Systems,NHS2
13,jeanne,shaheen,democrat,27236,Dartmouth-Hitchcock Medical Center      ,NHS2
14,jeanne,shaheen,democrat,27001,FMR Corp,NHS2
15,jeanne,shaheen,democrat,26907,Ropes & Gray,NHS2
16,jeanne,shaheen,democrat,26565,Blue Cross/Blue Shield,NHS2
17,jeanne,shaheen,democrat,26397,Raytheon Technologies,NHS2
18,jeanne,shaheen,democrat,25402,Microsoft Corp,NHS2
19,jeanne,shaheen,democrat,22400,"Kleiner, Perkins et al                            ",NHS2
20,corky,messner,republican,26250,Messner Reeves Llp,NHS2
21,corky,messner,republican,16000,Chipotle Mexican Grill,NHS2
22,corky,messner,republican,11200,Cold Spring Granite,NHS2
23,corky,messner,republican,11200,Hubbard Broadcasting,NHS2
24,corky,messner,republican,11200,Yancey Brothers,NHS2
25,corky,messner,republican,10600,Radiance Technologies,NHS2
26,corky,messner,republican,10000,Citizens United,NHS2
27,corky,messner,republican,8400,Prescott Investors,NHS2
28,corky,messner,republican,7991,US Army,NHS2
29,corky,messner,republican,7500,Social Finance,NHS2
30,corky,messner,republican,7000,Northern Trust,NHS2
31,corky,messner,republican,6600,1a Auto Inc,NHS2
32,corky,messner,republican,6600,US Concrete,NHS2
33,corky,messner,republican,6000,National Assn for Gun Rights,NHS2
34,corky,messner,republican,5600,Adams Publishing Group,NHS2
35,corky,messner,republican,5600,Bruce A Montoya Pc,NHS2
36,corky,messner,republican,5600,Auburn Manor Holding,NHS2
37,corky,messner,republican,5600,Berg Enterprises,NHS2
38,corky,messner,republican,5600,Biosatge Inc,NHS2
39,corky,messner,republican,5600,Cfc,NHS2
40,justin,o'donnell,other,2800,Small Ventures Usa,NHS2
41,thomas,sharpe,other,0,,NHS2
0,bill,hagerty,republican,108700,Rogers Group,TNS2
1,bill,hagerty,republican,61850,Apollo Global Management,TNS2
2,bill,hagerty,republican,60400,State of Tennessee,TNS2
3,bill,hagerty,republican,59335,Fedex Corp,TNS2
4,bill,hagerty,republican,57150,HCA Inc,TNS2
5,bill,hagerty,republican,45825,Cerberus Capital Management,TNS2
6,bill,hagerty,republican,44000,Hall Capital,TNS2
7,bill,hagerty,republican,42000,International Paper,TNS2
8,bill,hagerty,republican,40000,CoreCivic Inc,TNS2
9,bill,hagerty,republican,37925,Asurion Corp,TNS2
10,bill,hagerty,republican,37695,Vanderbilt University,TNS2
11,bill,hagerty,republican,33750,Acadia Healthcare,TNS2
12,bill,hagerty,republican,28800,Adams & Reese,TNS2
13,bill,hagerty,republican,25210,Blackstone Group                        ,TNS2
14,bill,hagerty,republican,24300,AFLAC Inc,TNS2
15,bill,hagerty,republican,24100,Eastman Chemical,TNS2
16,bill,hagerty,republican,22400,Mountain Group Partners,TNS2
17,bill,hagerty,republican,21800,Thompson Machinery,TNS2
18,bill,hagerty,republican,21800,"Waller, Lansden et al",TNS2
19,bill,hagerty,republican,21700,Ernst & Young,TNS2
20,marquita,bradshaw,democrat,17267,Vanderbilt University,TNS2
21,marquita,bradshaw,democrat,12143,Alphabet Inc,TNS2
22,marquita,bradshaw,democrat,10877,University of Tennessee,TNS2
23,marquita,bradshaw,democrat,8585,State of Tennessee,TNS2
24,marquita,bradshaw,democrat,6917,Vanderbilt University Medical Center,TNS2
25,marquita,bradshaw,democrat,5600,C-III Capital Partners,TNS2
26,marquita,bradshaw,democrat,5482,Service Employees International Union,TNS2
27,marquita,bradshaw,democrat,5003,Teamsters Union,TNS2
28,marquita,bradshaw,democrat,5000,Congressional Black Caucus PAC,TNS2
29,marquita,bradshaw,democrat,5000,The Collective PAC,TNS2
30,marquita,bradshaw,democrat,5000,United Auto Workers,TNS2
31,marquita,bradshaw,democrat,4348,Sunrise PAC,TNS2
32,marquita,bradshaw,democrat,4152,Sierra Club,TNS2
33,marquita,bradshaw,democrat,3858,HCA Inc,TNS2
34,marquita,bradshaw,democrat,3800,Body Mind Therapist,TNS2
35,marquita,bradshaw,democrat,3800,LHP Capital LLC,TNS2
36,marquita,bradshaw,democrat,3795,United Parcel Service                   ,TNS2
37,marquita,bradshaw,democrat,3699,IBM Corp,TNS2
38,marquita,bradshaw,democrat,3668,Apple Inc,TNS2
39,marquita,bradshaw,democrat,3446,"City of New York, NY",TNS2
40,yomi,faparusi,other,5000,Nigerian Diaspora PAC,TNS2
41,yomi,faparusi,other,2000,Ascension,TNS2
42,yomi,faparusi,other,1000,Grady,TNS2
43,yomi,faparusi,other,1000,Lavo Lounge,TNS2
44,yomi,faparusi,other,1000,Vika Medical Services,TNS2
45,elizabeth,mcleod,other,0,,TNS2
46,dean,hill,other,0,,TNS2
47,kacey,morgan,other,0,,TNS2
48,jeffrey,grunau,other,0,,TNS2
49,ronnie,henley,other,0,,TNS2
50,steven,hooper,other,0,,TNS2
51,aaron,james,other,0,,TNS2
52,eric,william,other,0,,TNS2
0,cory,booker,democrat,39537,United Airlines Holdings,NJS2
1,cory,booker,democrat,33561,Bain Capital,NJS2
2,cory,booker,democrat,22763,Comcast Corp,NJS2
3,cory,booker,democrat,21753,Lyft Inc,NJS2
4,cory,booker,democrat,20005,Service Employees International Union,NJS2
5,cory,booker,democrat,19860,Kirkland & Ellis,NJS2
6,cory,booker,democrat,19600,Centerview Partners,NJS2
7,cory,booker,democrat,19573,Lowenstein Sandler Llp,NJS2
8,cory,booker,democrat,18300,William Blair & Co,NJS2
9,cory,booker,democrat,17900,Alphabet Inc,NJS2
10,cory,booker,democrat,17725,Goldman Sachs,NJS2
11,cory,booker,democrat,17600,NorPAC,NJS2
12,cory,booker,democrat,16800,"Kleiner, Perkins et al",NJS2
13,cory,booker,democrat,16050,Amc Networks,NJS2
14,cory,booker,democrat,15201,"Paul, Weiss et al",NJS2
15,cory,booker,democrat,15000,Motor City PAC,NJS2
16,cory,booker,democrat,15000,New Millennium PAC,NJS2
17,cory,booker,democrat,14945,Cole Schotz PC,NJS2
18,cory,booker,democrat,14750,Susman Godfrey Llp,NJS2
19,cory,booker,democrat,13843,Planned Parenthood,NJS2
20,rik,mehta,republican,8400,Cross Country M&S,NJS2
21,rik,mehta,republican,5700,Rutgers University,NJS2
22,rik,mehta,republican,5600,Harris Farms,NJS2
23,rik,mehta,republican,5600,Hill & Co,NJS2
24,rik,mehta,republican,5600,Berg & Berg,NJS2
25,rik,mehta,republican,5600,Uptown Allergy & Asthma,NJS2
26,rik,mehta,republican,5600,Tulare,NJS2
27,rik,mehta,republican,5600,Private Equity Capital Corp,NJS2
28,rik,mehta,republican,5600,Norwood Hospital,NJS2
29,rik,mehta,republican,5000,Huck PAC,NJS2
30,rik,mehta,republican,4000,Tom Kean for Congress,NJS2
31,rik,mehta,republican,2800,Frnchise Owner,NJS2
32,rik,mehta,republican,2800,Freddie Mac,NJS2
33,rik,mehta,republican,2800,Arthritis & Rheumatology Assoc,NJS2
34,rik,mehta,republican,2800,Two Sigma,NJS2
35,rik,mehta,republican,2800,Zettaprime Inc,NJS2
36,rik,mehta,republican,2800,Sled,NJS2
37,rik,mehta,republican,2800,US Dept of Veterans Affairs,NJS2
38,rik,mehta,republican,2800,Remote Tiger,NJS2
39,rik,mehta,republican,2000,RWJG America,NJS2
40,veronica,fernandez,other,6000,"Edward Wisniewski, Design Specialist",NJS2
41,daniel,burke,other,0,,NJS2
42,madelyn,hoffman,other,0,,NJS2
43,luis,ed,other,0,,NJS2
0,brian,schatz,democrat,109400,Votesane PAC,HIS1
1,brian,schatz,democrat,40925,Democracy Engine,HIS1
2,brian,schatz,democrat,24200,DISH Network,HIS1
3,brian,schatz,democrat,13860,Dentons,HIS1
4,brian,schatz,democrat,13750,Hawaii Pacific Health,HIS1
5,brian,schatz,democrat,13100,Rock Holdings,HIS1
6,brian,schatz,democrat,12750,National Assn of Broadcasters,HIS1
7,brian,schatz,democrat,12500,Seafarers International Union,HIS1
8,brian,schatz,democrat,12400,Microsoft Corp,HIS1
9,brian,schatz,democrat,11600,Technology Crossover Ventures,HIS1
10,brian,schatz,democrat,10500,International Assn of Fire Fighters,HIS1
11,brian,schatz,democrat,10500,"Akin, Gump et al",HIS1
12,brian,schatz,democrat,10500,Comcast Corp,HIS1
13,brian,schatz,democrat,10250,Chugach Native Assn,HIS1
14,brian,schatz,democrat,10075,General Dynamics,HIS1
15,brian,schatz,democrat,10000,Deloitte LLP,HIS1
16,brian,schatz,democrat,10000,Giddy Up PAC,HIS1
17,brian,schatz,democrat,10000,Common Sense Colorado,HIS1
18,brian,schatz,democrat,10000,American Airlines Group,HIS1
19,brian,schatz,democrat,10000,American Hotel & Lodging Assn,HIS1
20,feena,bonoan,other,2999,Campaign Event on Maui,HIS1
21,feena,bonoan,other,2900,Waste Water Management,HIS1
22,feena,bonoan,other,2900,Waster Management,HIS1
23,bob,mcdermott,republican,0,,HIS1
24,emma,jane,other,0,,HIS1
25,dan,decker,other,0,,HIS1
0,alex,padilla,democrat,135400,Hueston Hennigan Llp,CAS1
1,alex,padilla,democrat,79700,Comcast Corp,CAS1
